Inspection ID,DBA Name,Facility Type,Risk,Inspection Date,Results,Violations,Community Area Name,Community Area,Birth Rate,General Fertility Rate,Low Birth Weight,Prenatal Care Beginning in First Trimester,Preterm Births,Teen Birth Rate,Assault (Homicide),Breast cancer in females,Cancer (All Sites),Colorectal Cancer,Diabetes-related,Firearm-related,Infant Mortality Rate,Lung Cancer,Prostate Cancer in Males,Stroke (Cerebrovascular Disease),Childhood Blood Lead Level Screening,Childhood Lead Poisoning,Gonorrhea in Females,Gonorrhea in Males,Tuberculosis,Below Poverty Level,Crowded Housing,Per Capita Income,Unemployment
2592751,EMILIANO ZAPATA ACADEMY,School,1.0,2024-04-15,2,['2'],south lawndale,30,19.5,94.9,7.6,85.1,9.6,77.5,11.1,13.2,127.4,9.2,65.0,8.6,5.9,15.9,32.7,37.3,605.9,0.8,289.5,106.8,7.9,28.1,17.6,10697,11.5
2592744,A TAVOLA,Restaurant,1.0,2024-04-15,1,['49'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2592710,APPLE SPICE BOX LUNCH DELIVERY AND CATERING CO.,Catering,1.0,2024-04-15,1,['55'],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2592716,Vanderpoel Magnet,School,1.0,2024-04-15,1,[],beverly,72,11.0,60.7,4.9,84.8,9.9,11.9,3.5,42.0,197.6,24.8,59.6,3.5,10.0,47.9,44.7,57.2,179.1,1.3,195.5,469.5,0.0,5.2,0.7,40107,7.8
2592693,LOVELYLAND LEARNING LAB CORPORATION,Children's Services Facility,1.0,2024-04-12,1,"['44', '49', '55', '55', '55', '55', '55', '56', '56']",auburn gresham,71,15.1,70.5,11.6,71.8,13.9,83.1,37.6,41.9,243.0,24.5,83.6,32.6,15.6,65.1,43.5,63.7,393.8,1.5,2032.2,1986.7,7.3,24.5,4.1,16022,24.2
2592694,CITY BIRD TENDERS,Restaurant,1.0,2024-04-12,1,['40'],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2592681,CAFE ISTANBUL,Restaurant,1.0,2024-04-12,1,"['39', '55']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2592628,101 CLUB,Restaurant,1.0,2024-04-12,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2592585,"CHICAGO EMPANADA MAMA, LLC",Restaurant,1.0,2024-04-11,1,[],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2592565,QUEEN OF ANGELS SCHOOL,School,1.0,2024-04-11,1,['55'],lincoln square,4,17.1,61.0,8.1,80.5,9.7,38.4,5.0,21.7,153.2,8.6,55.4,6.1,3.8,43.1,27.6,36.9,273.3,0.4,98.8,195.5,8.5,9.5,3.1,35503,6.8
2592548,EVERETT ELEMENTARY,School,1.0,2024-04-11,1,[],mckinley park,59,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0.0,51.7,529.6,0.8,141.4,.,11.5,16.1,6.9,17577,11.9
2592546,Food 4 Less Midwest #552,Grocery Store,1.0,2024-04-11,0,"['1', '2', '3', '10', '36', '37', '38', '47', '47', '49', '53', '55', '55', '55', '55', '56', '57']",west englewood,67,20.3,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75.0,64.6,450.6,2.6,2762.2,2545.7,10.9,32.3,6.9,10559,34.7
2592544,HARTGROVE HOSPITAL,Hospital,1.0,2024-04-11,1,[],austin,25,18.0,80.1,15.4,72.9,14.3,81.8,34.4,33.7,261.9,29.8,113.9,28.5,13.3,74.6,69.8,56.8,492.3,2.0,1741.1,1678.9,5.8,27.0,5.7,15920,21.0
2592511,FUNG'S CHOP SUEY,Restaurant,1.0,2024-04-10,1,[],kenwood,39,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,549.1,0.0,23.1,2.3,37519,11.0
2592510,NEW STONY SUMBARINE INC.,Restaurant,1.0,2024-04-10,1,[],avalon park,45,13.3,69.6,19.7,74.5,14.6,63.9,22.1,33.8,239.6,27.7,83.9,18.5,11.4,57.9,45.1,44.5,434.8,0.6,1139.9,2059.9,1.9,16.7,0.6,23495,16.6
2592507,A TASTE OF HEAVEN,Restaurant,1.0,2024-04-10,1,[],edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2592504,LA BARCA LLC,Restaurant,1.0,2024-04-10,1,"['55', '58']",chicago lawn,66,20.1,85.3,9.4,78.4,10.8,67.4,22.4,25.0,179.3,26.1,73.0,19.4,11.1,42.9,22.1,61.7,524.6,1.2,1189.5,1159.9,5.3,22.2,6.5,14405,11.9
2592482,THE HAPPY LOBSTER,Mobile Food Preparer,2.0,2024-04-10,1,"['16', '37', '51', '55']",lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2592470,HERITAGE WOODS OF CHICAGO,Long Term Care,1.0,2024-04-10,1,[],east garfield park,27,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11.0,56.3,78.1,47.5,503.7,0.9,2325.1,1730.2,13.6,39.7,7.5,13596,16.4
2592449,BANH MI & CO.,Restaurant,1.0,2024-04-09,1,"['51', '56']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2592450,HUNAN EGG ROLL KING,Restaurant,1.0,2024-04-09,1,[],uptown,3,13.1,50.5,8.3,77.7,10.3,35.1,5.4,21.3,183.3,20.5,80.0,4.6,6.5,50.5,25.2,41.7,353.7,0.5,170.8,468.7,13.6,22.7,4.6,32355,7.7
2592437,EL TACO AZTECA BRIDGEPORT,Restaurant,1.0,2024-04-09,0,"['1', '2', '5', '10', '10', '10', '10', '15', '38', '48', '49', '51', '55', '58', '61']",bridgeport,60,11.7,51.7,8.0,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8.0,54.4,15.8,40.1,384.9,0.7,110.8,65,9.9,17.3,4.8,24969,11.2
2592432,WOLVERINE TRADING LLC,Restaurant,1.0,2024-04-09,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2592393,CHICK-FIL-A IL MEDICAL DISTRICT,Restaurant,1.0,2024-04-09,1,[],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2592367,JOLLY INN RESTAURANT,Restaurant,1.0,2024-04-08,2,"['6', '8', '21', '22', '38', '39', '39', '41', '47', '47', '49', '51', '53', '55', '56']",dunning,17,12.5,64.7,6.8,82.7,9.9,19.9,3.7,23.7,191.5,25.9,42.5,5.2,4.9,53.9,24.4,32.0,233.9,0.1,,70.1,2.4,8.3,4.8,26347,8.6
2592346,SWEET MANDY B'S,Restaurant,2.0,2024-04-08,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2592350,WILD HARE,Restaurant,1.0,2024-04-08,0,"['10', '23', '25', '36', '38', '49', '50', '52', '53', '55', '55', '56', '56', '56', '56', '57']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2592319,JIMMY JOHNS,Restaurant,1.0,2024-04-08,1,['56'],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2592310,CONNIE'S PIZZA MDW,Restaurant,1.0,2024-04-08,1,['49'],garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2592294,GARRETT POPCORN SHOP MDW-B,Restaurant,2.0,2024-04-08,1,[],garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2592299,"LA SALLE CAFE LUNA, INC.",Restaurant,1.0,2024-04-08,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2592280,SUSHI MURA CHICAGO,Restaurant,1.0,2024-04-05,1,['57'],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2592233,EL PRESIDENTE RESTAURANT,Restaurant,1.0,2024-04-05,0,"['1', '2', '10', '25', '28', '37', '39', '39', '47', '47', '48', '49', '56', '57', '58', '61']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2592227,MR QUILES MEXICAN FOOD,Mobile Food Preparer,2.0,2024-04-05,1,"['45', '47']",lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2592223,LA GUERITA MEXICAN SHACK,Mobile Food Preparer,2.0,2024-04-05,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2592211,NORTH RIVER ELEMENTARY,School,1.0,2024-04-05,1,"['47', '56']",albany park,14,18.3,76.5,8.5,73.3,8.3,44.5,4.7,22.9,158.1,16.8,72.1,5.3,4.9,36.9,13.1,39.1,374.1,1.2,72.9,101.8,16.8,17.1,11.2,20355,9.0
2592182,IT TAKES A VILLAGE,Daycare,1.0,2024-04-04,1,"['51', '53', '55']",humboldt park,23,19.2,80.7,12.3,70.9,11.7,77.9,29.0,26.3,211.1,26.6,94.1,22.7,9.8,48.0,52.5,53.5,447.7,1.3,1234.7,937.5,9.7,32.6,11.2,13391,12.3
2592175,Emerald Isle,Restaurant,1.0,2024-04-04,1,[],edison park,9,11.3,59.5,7.9,86.6,12.6,3.9,0.0,13.8,189.7,15.1,53.0,7.1,4.6,45.2,28.0,38.9,134.7,0.0,,.,1.8,5.1,0.6,38337,7.4
2592140,MACHETES & MACHETACOS INC.,Restaurant,1.0,2024-04-04,1,"['55', '58']",garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
2592134,WHIPPLE LIQUORS,Liquor,3.0,2024-04-04,0,"['5', '28', '38', '38', '38', '49', '50', '51', '51', '53', '54', '55', '55', '55', '56']",east garfield park,27,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11.0,56.3,78.1,47.5,503.7,0.9,2325.1,1730.2,13.6,39.7,7.5,13596,16.4
2592126,EL CABALLO LOCCO,Restaurant,1.0,2024-04-04,0,[],irving park,16,15.8,67.1,7.7,79.9,10.2,37.0,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42.0,333.5,0.6,159.6,74.5,9.3,10.8,5.6,26713,10.3
2592128,TAYLOR'S TACOS,Restaurant,1.0,2024-04-04,1,['51'],near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2592106,KUBO,Restaurant,1.0,2024-04-04,1,"['51', '56']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2592101,"ALBANY PARK COMMUNITY CENTER,INCORPORATED",Children's Services Facility,1.0,2024-04-04,1,[],north park,13,10.9,54.2,9.7,79.1,10.2,10.5,3.0,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,,.,8.9,12.4,3.8,24941,7.5
2592074,COMMUNITY CREAMERY,Mobile Food Dispenser,3.0,2024-04-03,1,['37'],mckinley park,59,16.7,73.9,7.3,80.5,9.9,47.9,5.1,32.7,148.4,14.2,61.4,6.5,7.3,38.3,0.0,51.7,529.6,0.8,141.4,.,11.5,16.1,6.9,17577,11.9
2592034,TACO BURRITO HOUSE BROADWAY CORP,Restaurant,1.0,2024-04-03,1,['51'],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2592027,MCDONALD'S #5813,Restaurant,2.0,2024-04-03,1,[],east side,52,17.7,85.8,6.4,73.3,11.0,53.0,10.7,15.3,182.9,12.9,73.9,10.1,3.7,45.9,26.2,33.3,398.5,0.9,191.2,98.6,5.2,18.7,8.3,15347,14.5
2592023,LE PIANO,Restaurant,1.0,2024-04-02,2,"['39', '47', '51', '53', '59']",rogers park,1,16.4,62.0,11.0,73.0,11.2,40.8,7.7,23.3,176.9,25.3,77.1,5.2,6.4,36.7,21.7,33.7,364.7,0.5,322.5,423.3,11.4,22.7,7.9,23714,7.5
2591996,MISO & NORI,Restaurant,3.0,2024-04-02,0,[],lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2591997,MEXI-TACOS,Mobile Food Preparer,2.0,2024-04-02,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2591989,CHARLES CARROLL ELEMENTARY,School,1.0,2024-04-02,1,[],ashburn,70,14.7,69.0,9.0,82.4,11.3,38.3,12.4,37.2,229.3,22.8,80.1,11.6,10.2,62.8,44.5,47.4,368.3,0.2,529.0,602.9,4.4,9.5,4.2,22078,8.8
2591982,"POTBELLY SANDWICH WORKS, LLC",Restaurant,1.0,2024-04-02,2,"['2', '47']",west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2591976,SHOP & SAVE MARKET #2100,Grocery Store,1.0,2024-04-02,2,"['51', '56', '61']",norwood park,10,10.4,59.6,4.9,89.4,8.3,3.4,4.7,20.7,180.8,18.9,47.3,8.7,4.4,44.5,26.4,45.2,163.1,0.0,,.,1.6,5.9,2.3,31659,7.3
2591970,POTBELLY SANDWICH WORKS,Restaurant,1.0,2024-04-02,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2591928,BYRD'S HOT CHICKEN,Restaurant,1.0,2024-04-01,0,"['1', '2', '10', '36', '37', '40', '41', '55', '56', '57', '60']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2591918,XI'AN CUISINE WEST LOOP,Restaurant,1.0,2024-04-01,2,"['1', '2', '10', '10', '21', '37', '38', '47', '49', '55', '56']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2591900,CHIPOTLE MEXICAN GRILL,Restaurant,1.0,2024-04-01,1,['55'],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2591887,STAYPINAPPLE CHICAGO,Restaurant,1.0,2024-04-01,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2591861,LURE FISHBAR CHICAGO,Restaurant,1.0,2024-04-01,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2591857,TRADER JOE'S EAST,Grocery Store,2.0,2024-04-01,1,[],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2591855,THE GRAYSTONE TAVERN,Restaurant,1.0,2024-04-01,1,"['47', '55']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2591830,RUNAWAY COW,Restaurant,2.0,2024-03-29,1,[],bridgeport,60,11.7,51.7,8.0,80.3,11.4,28.4,4.9,16.5,168.9,16.1,49.8,4.5,8.0,54.4,15.8,40.1,384.9,0.7,110.8,65,9.9,17.3,4.8,24969,11.2
2591817,A-MORE,Restaurant,1.0,2024-03-28,0,"['1', '2', '25', '35', '37', '39', '41', '44', '45', '49', '49', '55', '55', '56', '56', '57', '60']",lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2591791,JOY'S NOODLES & RICE,Restaurant,1.0,2024-03-28,1,['55'],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2591781,ARLO CHICAGO,Restaurant,3.0,2024-03-28,1,[],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2591759,ORIGINAL ALPS,Restaurant,1.0,2024-03-28,1,[],irving park,16,15.8,67.1,7.7,79.9,10.2,37.0,4.1,29.9,169.4,19.2,60.2,5.7,5.3,41.3,17.9,42.0,333.5,0.6,159.6,74.5,9.3,10.8,5.6,26713,10.3
2591763,MAISON PARISIENNE,Restaurant,3.0,2024-03-28,1,[],lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2591715,JUST SALAD,Restaurant,1.0,2024-03-27,1,['58'],loop,32,9.4,27.7,5.3,78.2,6.9,1.3,0.7,20.2,120.1,10.8,26.8,4.0,5.7,29.2,17.2,39.0,297.3,0.3,129.9,200.5,6.5,11.1,2.0,67699,4.2
2591716,BACINO'S OF LINCOLN PARK LTD,Restaurant,1.0,2024-03-27,0,"['3', '10', '10', '10', '22', '25', '33', '41', '55', '55', '55', '56', '56', '57', '58', '61']",lincoln park,7,13.2,38.7,6.6,75.7,7.8,2.1,0.7,23.7,152.9,16.7,50.1,2.3,2.4,40.0,27.3,35.3,173.3,0.6,50.3,93.1,1.2,11.8,0.6,71403,4.5
2591706,CHINA CITY,Restaurant,1.0,2024-03-27,0,"['3', '6', '8', '16', '38', '40', '41', '45', '47', '47', '49', '54', '55', '55', '56', '57', '58']",west englewood,67,20.3,93.3,16.1,63.6,13.8,116.9,47.2,39.2,247.6,24.4,88.2,39.3,13.3,66.3,75.0,64.6,450.6,2.6,2762.2,2545.7,10.9,32.3,6.9,10559,34.7
2591708,PHO CAFE,Restaurant,1.0,2024-03-27,0,"['10', '13', '16', '22', '38', '38', '38', '39', '39', '48', '60']",armour square,34,11.5,57.1,12.4,79.1,11.8,16.2,1.8,10.7,162.9,23.1,42.5,1.8,1.5,54.3,17.2,38.7,490.3,0.2,222.6,218,22.7,35.8,5.9,16942,11.6
2591700,CITY WINERY CHICAGO,Restaurant,1.0,2024-03-27,1,"['10', '39', '56']",near west side,28,18.2,55.6,9.0,77.6,10.5,36.7,12.7,33.4,202.0,19.2,62.3,9.3,9.1,66.2,33.6,43.5,396.7,0.5,629.2,466.5,14.1,21.6,3.8,41488,10.7
2591701,"PATIO BEEF, INC",Restaurant,1.0,2024-03-27,1,[],edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2591689,CARNICERIA RUIZ INC,Grocery Store,1.0,2024-03-27,1,"['47', '55']",avondale,21,18.5,77.7,7.3,74.4,7.5,63.4,4.7,16.6,133.9,13.4,52.7,4.6,5.7,32.5,37.7,36.0,373.3,0.7,85.3,92.2,10.1,14.6,5.8,20489,9.3
2591680,BURGER KING #215,Restaurant,2.0,2024-03-27,2,"['8', '16', '22', '33', '38', '49', '51', '55', '55', '57']",north park,13,10.9,54.2,9.7,79.1,10.2,10.5,3.0,20.4,143.7,21.9,58.9,3.1,5.4,34.7,14.6,26.7,317.3,0.4,,.,8.9,12.4,3.8,24941,7.5
2591670,BONCI ROMAN STYLE PIZZARIA,Restaurant,2.0,2024-03-27,1,[],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2591664,TEN CAT TAVERN,TAVERN,3.0,2024-03-26,1,[],lake view,6,13.5,38.7,6.3,79.1,8.1,15.8,1.4,20.1,126.9,13.0,38.5,1.8,2.2,32.5,17.0,24.4,179.2,0.4,81.8,357.6,3.2,10.5,1.2,58227,4.7
2591647,CHEF MAURICE,Shared Kitchen,2.0,2024-03-26,1,[],kenwood,39,12.2,51.1,11.4,77.6,11.9,25.7,15.2,30.9,196.4,34.2,45.5,17.4,8.9,49.1,46.2,31.5,397.9,0.4,610.2,549.1,0.0,23.1,2.3,37519,11.0
2591636,PHOENIX SOY LLC,Restaurant,1.0,2024-03-26,1,[],edgewater,77,12.1,48.1,7.5,76.1,7.4,15.1,5.8,18.5,162.0,16.2,48.8,3.9,6.9,40.1,23.7,31.5,308.6,0.9,120.1,427.5,10.5,16.6,3.9,33364,9.0
2591641,SUB WAY,Restaurant,1.0,2024-03-26,1,[],calumet heights,48,10.0,57.4,9.3,75.0,16.4,39.3,19.5,33.5,216.6,36.0,81.4,24.5,13.9,48.0,40.4,39.2,383.2,0.3,1188.0,1106.5,2.8,12.0,1.8,28977,17.2
2591602,PUBLICAN QUALITY BREAD,Bakery,1.0,2024-03-26,1,['39'],west town,24,18.8,60.4,9.1,75.5,10.8,49.2,8.5,14.5,139.6,12.4,107.0,6.6,5.1,27.4,16.6,33.3,316.6,0.5,177.5,182.8,3.6,15.7,2.0,39596,6.0
2591609,LA FLOR DE MEXICO,Restaurant,1.0,2024-03-26,1,[],lower west side,31,16.5,68.2,4.5,80.8,8.8,49.0,11.7,27.2,141.3,11.9,61.9,11.7,5.4,27.8,14.3,39.2,589.0,0.8,92.3,78.7,11.4,27.2,10.4,15467,13.0
2591607,SMOTHIE RX INC.,Restaurant,1.0,2024-03-26,2,"['10', '10', '10']",near south side,33,21.4,72.9,8.8,78.1,10.9,50.9,4.8,31.9,169.0,19.2,61.5,6.6,4.8,46.2,51.4,52.4,301.3,0.2,300.6,318.7,5.0,11.1,1.4,60593,5.7
2591596,PROTEIN BAR,Restaurant,1.0,2024-03-26,1,['56'],near north side,8,10.7,35.9,8.6,69.7,9.6,34.0,3.7,24.0,142.7,15.1,27.0,3.2,6.5,33.6,15.1,22.0,311.2,0.1,244.4,235.8,5.5,13.4,2.0,87163,5.2
2591565,De La Salle Institute,School,1.0,2024-03-25,1,"['36', '38', '49', '55']",douglas,35,10.3,42.2,11.7,76.0,10.2,34.2,13.6,34.3,269.9,33.2,119.1,9.1,13.4,74.5,85.5,62.1,482.2,0.0,1063.3,727.4,4.2,26.1,1.6,23098,16.7
2591558,EDGEBROOK COFFEE SHOP,Restaurant,1.0,2024-03-25,1,['55'],forest glen,12,10.0,60.6,7.6,79.3,10.3,6.3,3.3,25.0,138.7,14.3,37.2,6.2,3.8,27.0,20.3,31.0,160.8,0.0,,.,2.2,6.1,1.3,41509,5.5
2591542,ONE STOP JAMAICA JERK RESTAURANT,Restaurant,1.0,2024-03-22,1,"['37', '57', '58']",south chicago,46,18.1,82.2,13.0,75.3,15.1,76.8,36.9,31.9,227.3,21.1,86.9,33.7,17.7,50.9,56.3,50.6,493.4,1.6,1774.7,893.5,6.9,28.0,5.9,15393,17.7
2591502,FALCON FUEL,Grocery Store,1.0,2024-03-22,1,[],east garfield park,27,19.4,80.8,17.5,73.2,16.3,93.2,38.4,21.7,236.8,24.8,97.3,37.1,11.0,56.3,78.1,47.5,503.7,0.9,2325.1,1730.2,13.6,39.7,7.5,13596,16.4
2591496,"BILLY GOAT IV, INC.",Restaurant,1.0,2024-03-22,1,[],garfield ridge,56,13.4,69.0,8.0,81.7,9.5,33.7,9.9,31.0,231.9,24.6,80.3,9.2,4.5,59.2,30.9,42.2,354.9,0.1,180.0,101.8,3.5,9.0,2.6,24684,8.1
